rownumber,filename,filetype,band,abbrev_type,date,date_format,mics_etc,score
813,hidalgo_perez_2016-06-25_flac16 19.flac,flac,hidalgo_perez,notfound,2016-06-25 00:00:00,yyyy-mm-dd,flac16 19,3
161,lrb.2016-04-16.matrix.flac16.t01.flac,flac,lrb,notfound,2016-04-16 00:00:00,yyyy-mm-dd,matrix.flac16.t01,3
160,jlyys.2016-06-02.matrix.flac16.t01.flac,flac,jlyys,notfound,2016-06-02 00:00:00,yyyy-mm-dd,matrix.flac16.t01,3
113,albert collins _ the icebreakers 1985-02-15 chestnut cabaret-a01.flac,flac,albert collins _ the icebreakers,notfound,1985-02-15 00:00:00,yyyy-mm-dd,chestnut cabaret-a01,3
92,wxrt maniacs 2013-01-1301.flac,flac,wxrt maniacs,notfound,2013-01-13 00:00:00,yyyy-mm-dd,01,3
69,ms_jgb_2016-07-04_s101.flac,flac,ms_jgb,notfound,2016-07-04 00:00:00,yyyy-mm-dd,s101,3
952,"jackyl 1994-12-16 bba, east rutherford, nj07.flac",flac,jackyl,notfound,1994-12-16 00:00:00,yyyy-mm-dd,"bba, east rutherford, nj07",3
946,ian mcculloch - 1990-06-30 - roskilde - t01.flac,flac,ian mcculloch,notfound,1990-06-30 00:00:00,yyyy-mm-dd,roskilde - t01,3
1048,stuphil 2016-03-04 d-radio kultur)_0001 radio host.flac,flac,stuphil,notfound,2016-03-04 00:00:00,yyyy-mm-dd,d-radio kultur)_0001 radio host,3
2591,berlinphilo-2009-03-07-tr01-rachmaninoff-op29-isle of the dead.flac,flac,berlinphilo,notfound,2009-03-07 00:00:00,yyyy-mm-dd,tr01-rachmaninoff-op29-isle of the dead,3
2578,leyla mccalla 2016-05-11 bremen-01.flac,flac,leyla mccalla,notfound,2016-05-11 00:00:00,yyyy-mm-dd,bremen-01,3
2573,big.daddy.wilson-2016-07-30_tr.101.flac,flac,big.daddy.wilson,notfound,2016-07-30 00:00:00,yyyy-mm-dd,tr.101,3
2530,alejandra ribera 2016-03-11 worpswede-01.flac,flac,alejandra ribera,notfound,2016-03-11 00:00:00,yyyy-mm-dd,worpswede-01,3
907,bd-2016-06-19-t14.flac,flac,bd,notfound,2016-06-19 00:00:00,yyyy-mm-dd,t14,3
1930,tp20160528t01.flac,flac,tp,notfound,2016-05-28 00:00:00,(\d{8}),t01,3
903,fitz and the tantrums 2016-06-29t01.flac,flac,fitz and the tantrums,notfound,2016-06-29 00:00:00,yyyy-mm-dd,t01,3
901,claypool_lennon 2016-06-18 t-01.flac,flac,claypool_lennon,notfound,2016-06-18 00:00:00,yyyy-mm-dd,t-01,3
900,"flogging molly 2003-02-27 northern lights, clifton park, ny08.flac",flac,flogging molly,notfound,2003-02-27 00:00:00,yyyy-mm-dd,"northern lights, clifton park, ny08",3
896,sr_2016-06-18_track 01.flac,flac,sr,notfound,2016-06-18 00:00:00,yyyy-mm-dd,track 01,3
878,nineinchnails-2005-09-23-seattle-d1t01.flac,flac,nineinchnails,notfound,2005-09-23 00:00:00,yyyy-mm-dd,seattle-d1t01,3
839,quasi-2016-06-27-01-warmingup.flac,flac,quasi,notfound,2016-06-27 00:00:00,yyyy-mm-dd,01-warmingup,3
875,tom petty &amp; mudcrutch-2016-06-28--tr01.flac,flac,tom petty &amp; mudcrutch,notfound,2016-06-28 00:00:00,yyyy-mm-dd,tr01,3
865,borromeoquartet-2002-06-28-tr02-debussy-op10-stringquartet-i.flac,flac,borromeoquartet,notfound,2002-06-28 00:00:00,yyyy-mm-dd,tr02-debussy-op10-stringquartet-i,3
859,tom petty &amp; mudcrutch-2016-06-28--tr01.flac,flac,tom petty &amp; mudcrutch,notfound,2016-06-28 00:00:00,yyyy-mm-dd,tr01,3
853,spook school 2016-04-09t01.flac,flac,spook school,notfound,2016-04-09 00:00:00,yyyy-mm-dd,t01,3
852,bd-2016-06-16-t08.flac,flac,bd,notfound,2016-06-16 00:00:00,yyyy-mm-dd,t08,3
851,slb 1990.07.13-01.flac,flac,slb,notfound,1990-07-13 00:00:00,yyyy-mm-dd,01,3
2584,jimi hendrix 1969-01-09 stockholm-01.flac,flac,jimi hendrix,notfound,1969-01-09 00:00:00,yyyy-mm-dd,stockholm-01,3
2596,"wolfmother 2016-05-20 fairgrounds, schaghticoke, ny01.flac",flac,wolfmother,notfound,2016-05-20 00:00:00,yyyy-mm-dd,"fairgrounds, schaghticoke, ny01",3
1053,ny_2013-06-05_ 01.flac,flac,ny,notfound,2013-06-05 00:00:00,yyyy-mm-dd,01,3
2610,element of crime 2016-07-07 rudolstadt-1.flac,flac,element of crime,notfound,2016-07-07 00:00:00,yyyy-mm-dd,rudolstadt-1,3
1064,black flag 1986-04-30 t10.flac,flac,black flag,notfound,1986-04-30 00:00:00,yyyy-mm-dd,t10,3
1093,dan mangan 2015-09-25 hamburg-01.flac,flac,dan mangan,notfound,2015-09-25 00:00:00,yyyy-mm-dd,hamburg-01,3
1133,rhcp 2016-07-02 11. snow ((hey oh)) (werchter stubru fm).flac,flac,rhcp,notfound,2016-07-02 00:00:00,yyyy-mm-dd,11. snow ((hey oh)) (werchter stubru fm),3
1128,rhcp_1992-08-07_aud_t01.flac,flac,rhcp,notfound,1992-08-07 00:00:00,yyyy-mm-dd,aud_t01,3
1100,crosa rosa 2016-04-30t01.flac,flac,crosa rosa,notfound,2016-04-30 00:00:00,yyyy-mm-dd,t01,3
1099,black honey 2016-05-20t01.flac,flac,black honey,notfound,2016-05-20 00:00:00,yyyy-mm-dd,t01,3
929,boston_pops-2015-07-04-tr01-radio intro.flac,flac,boston_pops,notfound,2015-07-04 00:00:00,yyyy-mm-dd,tr01-radio intro,3
886,"fight 1994-04-17 stone pony tent, asbury park, nj11.flac",flac,fight,notfound,1994-04-17 00:00:00,yyyy-mm-dd,"stone pony tent, asbury park, nj11",3
915,dirk.darmstaedter-2016-06-26_tr.01.flac,flac,dirk.darmstaedter,notfound,2016-06-26 00:00:00,yyyy-mm-dd,tr.01,3
1136,zu 2016-06-28_t01.flac,flac,zu,notfound,2016-06-28 00:00:00,yyyy-mm-dd,t01,3
1143,uli beckerhoff 1974-05-15 bremen-1.flac,flac,uli beckerhoff,notfound,1974-05-15 00:00:00,yyyy-mm-dd,bremen-1,3
2512,m.o 2016-07-26t01.mp2,mp2,m.o,notfound,2016-07-26 00:00:00,yyyy-mm-dd,t01,3
2646,the who 2016-03-14 philly t-01.flac,flac,the who,notfound,2016-03-14 00:00:00,yyyy-mm-dd,philly t-01,3
2645,tal wilkenfeld 2016-03-14 philly t-01.flac,flac,tal wilkenfeld,notfound,2016-03-14 00:00:00,yyyy-mm-dd,philly t-01,3
2631,"danger danger 2005-03-31_clifton, nj 12.flac",flac,danger danger,notfound,2005-03-31 00:00:00,yyyy-mm-dd,"clifton, nj 12",3
2629,"warrior soul 1991-12-15 arena, long beach, ca08.flac",flac,warrior soul,notfound,1991-12-15 00:00:00,yyyy-mm-dd,"arena, long beach, ca08",3
2618,big.daddy.wilson-2016-07-30_24bit_tr.101.flac,flac,big.daddy.wilson,notfound,2016-07-30 00:00:00,yyyy-mm-dd,24bit_tr.101,3
1080,culture club - 2016-06-28 - jkl - 01 - miss me blind - take i.flac,flac,culture club,notfound,2016-06-28 00:00:00,yyyy-mm-dd,jkl - 01 - miss me blind - take i,3
1087,the obsessed_denver co 2016-05-28_07_sacred.flac,flac,the obsessed,notfound,2016-05-28 00:00:00,yyyy-mm-dd,07_sacred,3
584,loslobos16-07-13t-01.flac,flac,loslobos,notfound,2016-07-13 00:00:00,yy-mm-dd,t-01,3
2193,way 2016-07-23 los angeles 01 intro.flac,flac,way,notfound,2016-07-23 00:00:00,yyyy-mm-dd,los angeles 01 intro,3
2371,james intveld-2016-07-22-d1tr01.flac,flac,james intveld,notfound,2016-07-22 00:00:00,yyyy-mm-dd,d1tr01,3
2369,jim lauderdale-2016-07-22-tr01.flac,flac,jim lauderdale,notfound,2016-07-22 00:00:00,yyyy-mm-dd,tr01,3
2361,the heartbreakers 1975-11-16 nyc aud_01.flac,flac,the heartbreakers,notfound,1975-11-16 00:00:00,yyyy-mm-dd,nyc aud_01,3
2340,londonso-2009-10-27-tr01-schubert-symphonyno8-i.flac,flac,londonso,notfound,2009-10-27 00:00:00,yyyy-mm-dd,tr01-schubert-symphonyno8-i,3
2326,the bad plus 2016-06-09 16bit t12.flac,flac,the bad plus,notfound,2016-06-09 00:00:00,yyyy-mm-dd,16bit t12,3
2319,sales at 2016-07-08 roseti.flac,flac,sales at,notfound,2016-07-08 00:00:00,yyyy-mm-dd,roseti,3
2769,humble pie 1972-08-22 96khz24b t01.flac,flac,humble pie,notfound,1972-08-22 00:00:00,yyyy-mm-dd,96khz24b t01,3
2189,mccartney 2005-11-30 d1t01.flac,flac,mccartney,notfound,2005-11-30 00:00:00,yyyy-mm-dd,d1t01,3
2196,wedding present 2014-04-19t01.flac,flac,wedding present,notfound,2014-04-19 00:00:00,yyyy-mm-dd,t01,3
1088,boh 2014-05-09_s101.flac,flac,boh,notfound,2014-05-09 00:00:00,yyyy-mm-dd,s101,3
2197,londonso-2009-07-20-tr01-mahler-symphonyno9-i.flac,flac,londonso,notfound,2009-07-20 00:00:00,yyyy-mm-dd,tr01-mahler-symphonyno9-i,3
2649,the who 2016-03-16 pittsburgh 16bit01.flac,flac,the who,notfound,2016-03-16 00:00:00,yyyy-mm-dd,pittsburgh 16bit01,3
2651,nyphil 2015-06-3001.flac,flac,nyphil,notfound,2015-06-30 00:00:00,yyyy-mm-dd,01,3
2682,tal wilkenfeld 2016-03-29 denver 16bit02.flac,flac,tal wilkenfeld,notfound,2016-03-29 00:00:00,yyyy-mm-dd,denver 16bit02,3
2755,rod stewart-1984-07-08-d1-tr02.flac,flac,rod stewart,notfound,1984-07-08 00:00:00,yyyy-mm-dd,d1-tr02,3
2745,bandb 2016-06-3001.flac,flac,bandb,notfound,2016-06-30 00:00:00,yyyy-mm-dd,01,3
2727,southside.johnny-2016-05-08_tr.02.flac,flac,southside.johnny,notfound,2016-05-08 00:00:00,yyyy-mm-dd,tr.02,3
2687,the who 2016-04-29 kansas city t-01.flac,flac,the who,notfound,2016-04-29 00:00:00,yyyy-mm-dd,kansas city t-01,3
2304,belly 2016-07-19t01.flac,flac,belly,notfound,2016-07-19 00:00:00,yyyy-mm-dd,t01,3
2382,wonderstuff 2016-07-24t01.flac,flac,wonderstuff,notfound,2016-07-24 00:00:00,yyyy-mm-dd,t01,3
2391,neil finn 2016-07-07 highland t-01.flac,flac,neil finn,notfound,2016-07-07 00:00:00,yyyy-mm-dd,highland t-01,3
2409,udo lindenberg - 2016 07 27 gronau de - 09 udo lindenberg spricht.flac,flac,udo lindenberg,notfound,2016-07-27 00:00:00,yyyy-mm-dd,gronau de - 09 udo lindenberg spricht,3
2184,buddy guy 7-22-16 01.flac,flac,buddy guy,notfound,2016-07-22 00:00:00,\d+[\-\/\ ?]+\d+[\-\/\ ?]+\d+,01,3
2447,ali_akbar_khan-zakir_hussain-1980-11-15.flac,flac,ali_akbar_khan-zakir_hussain,notfound,1980-11-15 00:00:00,yyyy-mm-dd,,3
2169,philharmonia_orch-2009-06-16-tr01-berg-op6-three_pieces-i.flac,flac,philharmonia_orch,notfound,2009-06-16 00:00:00,yyyy-mm-dd,tr01-berg-op6-three_pieces-i,3
2163,alexis taylor 2016-07-21t01.mp2,mp2,alexis taylor,notfound,2016-07-21 00:00:00,yyyy-mm-dd,t01,3
2159,rotor 2016-04-30_t01.flac,flac,rotor,notfound,2016-04-30 00:00:00,yyyy-mm-dd,t01,3
2157,alabama shakes 2015-07-08 lucca-01.flac,flac,alabama shakes,notfound,2015-07-08 00:00:00,yyyy-mm-dd,lucca-01,3
2149,mississippi bigfoot-2016-05-13_24bit_tr.01.flac,flac,mississippi bigfoot,notfound,2016-05-13 00:00:00,yyyy-mm-dd,24bit_tr.01,3
2145,pops staples 1994-03-13 t06.flac,flac,pops staples,notfound,1994-03-13 00:00:00,yyyy-mm-dd,t06,3
2144,pops staples 1992-02-09 t08.flac,flac,pops staples,notfound,1992-02-09 00:00:00,yyyy-mm-dd,t08,3
2265,cbp 2011-07-14_t01.flac,flac,cbp,notfound,2011-07-14 00:00:00,yyyy-mm-dd,t01,3
2278,snc 2016-07-23 los angeles 01 the star spangled banner.flac,flac,snc,notfound,2016-07-23 00:00:00,yyyy-mm-dd,los angeles 01 the star spangled banner,3
2301,baselso-2001-01-11-tr01-mahler-symphonyno8-i.flac,flac,baselso,notfound,2001-01-11 00:00:00,yyyy-mm-dd,tr01-mahler-symphonyno8-i,3
2387,bbcphil-2009-05-15-tr01-shostakovich-op145a-i.flac,flac,bbcphil,notfound,2009-05-15 00:00:00,yyyy-mm-dd,tr01-shostakovich-op145a-i,3
2489,"byrds&amp;flying burrito bros 1970-11-14 madison,nj e+l m+m2-aud-01.flac",flac,byrds&amp;flying burrito bros,notfound,1970-11-14 00:00:00,yyyy-mm-dd,"madison,nj e+l m+m2-aud-01",3
2425,eppu normaali 1986-06-07 seinajoki-1.flac,flac,eppu normaali,notfound,1986-06-07 00:00:00,yyyy-mm-dd,seinajoki-1,3
2517,cats eyes 2016-07-29t01.mp2,mp2,cats eyes,notfound,2016-07-29 00:00:00,yyyy-mm-dd,t01,3
2414,opmontecarlo-2009-09-21-tr-announcer a.flac,flac,opmontecarlo,notfound,2009-09-21 00:00:00,yyyy-mm-dd,tr-announcer a,3
2686,slydogs 2016-04-29 kansas city t-01.flac,flac,slydogs,notfound,2016-04-29 00:00:00,yyyy-mm-dd,kansas city t-01,3
2683,the who 2016-03-29 denver 16bit02.flac,flac,the who,notfound,2016-03-29 00:00:00,yyyy-mm-dd,denver 16bit02,3
2681,lofs 2016-07-0201.flac,flac,lofs,notfound,2016-07-02 00:00:00,yyyy-mm-dd,01,3
2865,studs brooks 2017-07-2201.flac,flac,studs brooks,notfound,2017-07-22 00:00:00,yyyy-mm-dd,01,3
2845,jb_1996-05-16_t02.flac,flac,jb,notfound,1996-05-16 00:00:00,yyyy-mm-dd,t02,3
2843,iron butterfly 1969-10-03 44khz16b t01.flac,flac,iron butterfly,notfound,1969-10-03 00:00:00,yyyy-mm-dd,44khz16b t01,3
2831,impromptu 2016-07-1801.flac,flac,impromptu,notfound,2016-07-18 00:00:00,yyyy-mm-dd,01,3
2899,jefferson startship 1992-02-16 96khz24b t02.flac,flac,jefferson startship,notfound,1992-02-16 00:00:00,yyyy-mm-dd,96khz24b t02,3
2829,the.steepwater.band-2016-05-16_tr.102.flac,flac,the.steepwater.band,notfound,2016-05-16 00:00:00,yyyy-mm-dd,tr.102,3
2824,s marriott 1989-10-24 44khz16b d1t02.flac,flac,s marriott,notfound,1989-10-24 00:00:00,yyyy-mm-dd,44khz16b d1t02,3
2821,s marriott 1987-09-06 44khz16b t02.flac,flac,s marriott,notfound,1987-09-06 00:00:00,yyyy-mm-dd,44khz16b t02,3
2820,s marriott 1987-09-04 44khz16b t02.flac,flac,s marriott,notfound,1987-09-04 00:00:00,yyyy-mm-dd,44khz16b t02,3
2819,s marriott 1987-09-04 96khz24b t02.flac,flac,s marriott,notfound,1987-09-04 00:00:00,yyyy-mm-dd,96khz24b t02,3
2804,s marriott 1985-03-24 44khz16b t02.flac,flac,s marriott,notfound,1985-03-24 00:00:00,yyyy-mm-dd,44khz16b t02,3
2880,james gang 2006-08-11 44khz16b t02.flac,flac,james gang,notfound,2006-08-11 00:00:00,yyyy-mm-dd,44khz16b t02,3
2900,jefferson startship 1992-02-16 44khz16b t02.flac,flac,jefferson startship,notfound,1992-02-16 00:00:00,yyyy-mm-dd,44khz16b t02,3
2968,jethro tull 1970-07-17 96khz24b t02.flac,flac,jethro tull,notfound,1970-07-17 00:00:00,yyyy-mm-dd,96khz24b t02,3
2648,tal wilkenfeld 2016-03-16r pittsburgh 16bit02.flac,flac,tal wilkenfeld,notfound,2016-03-16 00:00:00,yyyy-mm-dd,r pittsburgh 16bit02,3
2520,jonas blue and jp cooper 2016-07-28t01.mp2,mp2,jonas blue and jp cooper,notfound,2016-07-28 00:00:00,yyyy-mm-dd,t01,3
432,charlie_hunter_trio_2016-07-01_t001.flac,flac,charlie_hunter_trio,notfound,2016-07-01 00:00:00,yyyy-mm-dd,t001,3
1089,bof 2016-03-04 glems cmc2501.flac,flac,bof,notfound,2016-03-04 00:00:00,yyyy-mm-dd,glems cmc2501,3
2862,lofs 2016-07-1601.flac,flac,lofs,notfound,2016-07-16 00:00:00,yyyy-mm-dd,01,3
2869,etta james 1991-08-24 96khz24b t01.flac,flac,etta james,notfound,1991-08-24 00:00:00,yyyy-mm-dd,96khz24b t01,3
2658,tal wilkenfeld 2016-03-19 newark t-01.flac,flac,tal wilkenfeld,notfound,2016-03-19 00:00:00,yyyy-mm-dd,newark t-01,3
2870,etta james 1991-08-24 44khz16b t01.flac,flac,etta james,notfound,1991-08-24 00:00:00,yyyy-mm-dd,44khz16b t01,3
2680,the who 2016-03-26 st louis 16bit02.flac,flac,the who,notfound,2016-03-26 00:00:00,yyyy-mm-dd,st louis 16bit02,3
2679,tal wilkenfeld 2016-03-26 st louis 16bit02.flac,flac,tal wilkenfeld,notfound,2016-03-26 00:00:00,yyyy-mm-dd,st louis 16bit02,3
2673,the who 2016-03-24 wash dc t-01.flac,flac,the who,notfound,2016-03-24 00:00:00,yyyy-mm-dd,wash dc t-01,3
2672,tal wilkenfeld 2016-03-24 wash dc t-02.flac,flac,tal wilkenfeld,notfound,2016-03-24 00:00:00,yyyy-mm-dd,wash dc t-02,3
2668,tom petty & mudcrutch-2016-06-28--tr01.flac,flac,tom petty & mudcrutch,notfound,2016-06-28 00:00:00,yyyy-mm-dd,tr01,3
2659,the who 2016-03-19 newark t-01.flac,flac,the who,notfound,2016-03-19 00:00:00,yyyy-mm-dd,newark t-01,3
2515,rag n bone man 2016-07-26t01.mp2,mp2,rag n bone man,notfound,2016-07-26 00:00:00,yyyy-mm-dd,t01,3
1147,amber arcades 2016-05-20t01.flac,flac,amber arcades,notfound,2016-05-20 00:00:00,yyyy-mm-dd,t01,3
2490,"byrds&amp;flying burrito bros 1970-11-14 madison,nj early mk1-m-aud-01.flac",flac,byrds&amp;flying burrito bros,notfound,1970-11-14 00:00:00,yyyy-mm-dd,"madison,nj early mk1-m-aud-01",3
2242,orchestfestlucerne-2009-08-12-tr01 prokofiev-pianoconcertono3- i.flac,flac,orchestfestlucerne,notfound,2009-08-12 00:00:00,yyyy-mm-dd,tr01 prokofiev-pianoconcertono3- i,3
2241,wight 2010-11-12_t01.flac,flac,wight,notfound,2010-11-12 00:00:00,yyyy-mm-dd,t01,3
2218,coldplay 2016-07-23t01.flac,flac,coldplay,notfound,2016-07-23 00:00:00,yyyy-mm-dd,t01,3
2217,moon hooch 2016-03-04 okeechobee 01 number 8.flac,flac,moon hooch,notfound,2016-03-04 00:00:00,yyyy-mm-dd,okeechobee 01 number 8,3
2770,humble pie 1972-08-22 44khz16b t01.flac,flac,humble pie,notfound,1972-08-22 00:00:00,yyyy-mm-dd,44khz16b t01,3
2789,s marriott 1984-09-24 44khz16b t02.flac,flac,s marriott,notfound,1984-09-24 00:00:00,yyyy-mm-dd,44khz16b t02,3
2803,s marriott 1985-03-24 96khz24b t02.flac,flac,s marriott,notfound,1985-03-24 00:00:00,yyyy-mm-dd,96khz24b t02,3
2841,iron butterfly 1968-11-27 44khz16b t01.flac,flac,iron butterfly,notfound,1968-11-27 00:00:00,yyyy-mm-dd,44khz16b t01,3
1144,dylan16-07-02s1t-01.flac,flac,dylan,notfound,2016-07-02 00:00:00,yy-mm-dd,s1t-01,3
1096,amjadalikhan-2006-10-02-tr01-announcements.flac,flac,amjadalikhan,notfound,2006-10-02 00:00:00,yyyy-mm-dd,tr01-announcements,3
677,nma16-07-13t-01.flac,flac,nma,notfound,2016-07-13 00:00:00,yy-mm-dd,t-01,3
1532,hawkwind-20070624_disc1track01.flac,flac,hawkwind,notfound,2007-06-24 00:00:00,(\d{8}),disc1track01,3
633,deadandcompany20160715s01t01.flac,flac,deadandcompany,notfound,2016-07-15 00:00:00,(\d{8}),s01t01,3
431,primus20101008.01.intro.flac,flac,primus,notfound,2010-10-08 00:00:00,(\d{8}),01.intro,3
361,lhb20090725.01.the shape i'm in .flac,flac,lhb,notfound,2009-07-25 00:00:00,(\d{8}),01.the shape i'm in ,3
1256,iq20160129t01.flac,flac,iq,notfound,2016-01-29 00:00:00,(\d{8}),t01,3
1301,the_jam_the_tube_19821105_16bit01.flac,flac,the jam,notfound,1982-11-05 00:00:00,(\d{8}),16bit01,3
1307,waterboys weert 20160709 01.flac,flac,waterboys weert,notfound,2016-07-09 00:00:00,(\d{8}),01,3
1329,damo20160710t01.flac,flac,damo,notfound,2016-07-10 00:00:00,(\d{8}),t01,3
1596,jam_apollo_1978111301.flac,flac,jam,notfound,1978-11-13 00:00:00,(\d{8}),01,3
1551,hawkwind-19951028_d1 - track01.flac,flac,hawkwind,notfound,1995-10-28 00:00:00,(\d{8}),d1 - track01,3
1065,leaveseyesloreley20160610_tr01.flac,flac,leaveseyesloreley,notfound,2016-06-10 00:00:00,(\d{8}),tr01,3
1866,faunfables-20160717-12-born-of-the-sun.flac,flac,faunfables,notfound,2016-07-17 00:00:00,(\d{8}),12-born-of-the-sun,3
1068,rageloreley20160610_tr01.flac,flac,rageloreley,notfound,2016-06-10 00:00:00,(\d{8}),tr01,3
1072,sonataarcticaloreley20160610_tr01.flac,flac,sonataarcticaloreley,notfound,2016-06-10 00:00:00,(\d{8}),tr01,3
1078,tbpfs-20160702_0101.flac,flac,tbpfs,notfound,2016-07-02 00:00:00,(\d{8}),0101,3
2663,ga&rd19910601.02.chain gang.flac,flac,ga&rd,notfound,1991-06-01 00:00:00,(\d{8}),02.chain gang,3
2657,gaf20110122.02.i'm no angel.flac,flac,gaf,notfound,2011-01-22 00:00:00,(\d{8}),02.i'm no angel,3
1659,joao gilberto 20010708 paris01.flac,flac,joao gilberto,notfound,2001-07-08 00:00:00,(\d{8}),paris01,3
2545,hawkwind-19840305_d1_tr01.flac,flac,hawkwind,notfound,1984-03-05 00:00:00,(\d{8}),d1_tr01,3
2533,america19860824.01.tin man.flac,flac,america,notfound,1986-08-24 00:00:00,(\d{8}),01.tin man,3
2502,anekdotenloreley20160715_tr01.flac,flac,anekdotenloreley,notfound,2016-07-15 00:00:00,(\d{8}),tr01,3
634,deadandcompany20160716s01t01.flac,flac,deadandcompany,notfound,2016-07-16 00:00:00,(\d{8}),s01t01,3
966,enchant-20050402-a02.flac,flac,enchant,notfound,2005-04-02 00:00:00,(\d{8}),a02,3
1705,albin lee meldau 2016-07-16.mp2,mp2,albin lee meldau,notfound,2016-07-16 00:00:00,yyyy-mm-dd,,3
2569,rob brown quartet jpc clemente ny 20120409 .flac,flac,rob brown quartet,notfound,2012-04-09 00:00:00,(\d{8}),,3
1664,twin atlantic 2016-07-05t01.mp2,mp2,twin atlantic,notfound,2016-07-05 00:00:00,yyyy-mm-dd,t01,3
1658,profetas 2016-07-08 rudolstadt-1.flac,flac,profetas,notfound,2016-07-08 00:00:00,yyyy-mm-dd,rudolstadt-1,3
2786,gaf20011101.02.slip away.flac,flac,gaf,notfound,2001-11-01 00:00:00,(\d{8}),02.slip away,3
2947,dc&gn20110506.02.i used to be a king.flac,flac,dc&gn,notfound,2011-05-06 00:00:00,(\d{8}),02.i used to be a king,3
2092,acdc uk - dunfermline 2016-07-2201.flac,flac,acdc,notfound,2016-07-22 00:00:00,yyyy-mm-dd,01,3
2950,bbking20050904.02.instrumental.flac,flac,bbking,notfound,2005-09-04 00:00:00,(\d{8}),02.instrumental,3
2958,america19860824.02.the border.flac,flac,america,notfound,1986-08-24 00:00:00,(\d{8}),02.the border,3
2519,bbking20050904.01.instrumental.flac,flac,bbking,notfound,2005-09-04 00:00:00,(\d{8}),01.instrumental,3
1783,ams15-04-26t-01.flac,flac,ams,notfound,2015-04-26 00:00:00,yy-mm-dd,t-01,3
2496,mostlyautumnloreley20160715_tr01.flac,flac,mostlyautumnloreley,notfound,2016-07-15 00:00:00,(\d{8}),tr01,3
1002,mh20040805.01.intro.flac,flac,mh,notfound,2004-08-05 00:00:00,(\d{8}),01.intro,3
2056,marillion-20160712_tr01.flac,flac,marillion,notfound,2016-07-12 00:00:00,(\d{8}),tr01,3
1768,bb20160304t01.flac,flac,bb,notfound,2016-03-04 00:00:00,(\d{8}),t01,3
1414,"dizzy mizz lizzy (roskilde, 07-02-2016)_10.flac",flac,dizzy mizz lizzy,notfound,2007-02-20 00:00:00,yy-mm-dd,16)_10,3
1598,ttb16-07-13t-01.flac,flac,ttb,notfound,2016-07-13 00:00:00,yy-mm-dd,t-01,3
1629,loslobos16-07-13t-01.flac,flac,loslobos,notfound,2016-07-13 00:00:00,yy-mm-dd,t-01,3
131,jg&ms74-11-14d1t1.shn,shn,jg&ms,notfound,1974-11-14 00:00:00,yy-mm-dd,d1t1,3
2455,subsignal_20160715_tr01.flac,flac,subsignal,notfound,2016-07-15 00:00:00,(\d{8}),tr01,3
2452,sb1995-apr-28_01.flac,flac,sb,notfound,1995-04-28 00:00:00,"(19|20)\d{2}[-]\D+[-]\d{1,2}",01,3
1052,doroloreley20160610_tr01.flac,flac,doroloreley,notfound,2016-06-10 00:00:00,(\d{8}),tr01,3
1651,dawes 20160713 01 entrance.flac,flac,dawes,notfound,2016-07-13 00:00:00,(\d{8}),01 entrance,3
292,wj&amp;nl20151231.01.instrumental.flac,flac,wj&amp;nl,notfound,2015-12-31 00:00:00,(\d{8}),01.instrumental,3
317,deadandcompany20160626s01t01.flac,flac,deadandcompany,notfound,2016-06-26 00:00:00,(\d{8}),s01t01,3
1646,avett brothers 2016-03-06 okeechobee 01 satan pulls the strings.flac,flac,avett brothers,notfound,2016-03-06 00:00:00,yyyy-mm-dd,okeechobee 01 satan pulls the strings,3
1380,grace potter 2016-03-04 okeechobee 01 hot to the touch.flac,flac,grace potter,notfound,2016-03-04 00:00:00,yyyy-mm-dd,okeechobee 01 hot to the touch,3
1383,anohni 2016-07-06t01.mp2,mp2,anohni,notfound,2016-07-06 00:00:00,yyyy-mm-dd,t01,3
1373,johnny moped 2016-07-04t01.mp2,mp2,johnny moped,notfound,2016-07-04 00:00:00,yyyy-mm-dd,t01,3
1340,dacaptaintrips 2016-07-02_t01.flac,flac,dacaptaintrips,notfound,2016-07-02 00:00:00,yyyy-mm-dd,t01,3
1366,laura mvula 2016-06-21t01.mp2,mp2,laura mvula,notfound,2016-06-21 00:00:00,yyyy-mm-dd,t01,3
1363,robert plant 2016-03-04 okeechobee 01 intro.flac,flac,robert plant,notfound,2016-03-04 00:00:00,yyyy-mm-dd,okeechobee 01 intro,3
1933,chess smith trio -poncho seattle - 2016-02-16 .flac,flac,chess smith trio,notfound,2016-02-16 00:00:00,yyyy-mm-dd,,3
1942,bbcso-2009-07-17-tr-announcer a.flac,flac,bbcso,notfound,2009-07-17 00:00:00,yyyy-mm-dd,tr-announcer a,3
1949,asteroid 2016-04-30_t01.flac,flac,asteroid,notfound,2016-04-30 00:00:00,yyyy-mm-dd,t01,3
2130,bears den 2016-07-23.mp2,mp2,bears den,notfound,2016-07-23 00:00:00,yyyy-mm-dd,,3
1215,sting-2015070801-t01.flac,flac,sting,notfound,2015-07-08 00:00:00,(\d{8}),01-t01,3
1632,mnek 2016-07-05t01.mp2,mp2,mnek,notfound,2016-07-05 00:00:00,yyyy-mm-dd,t01,3
1619,"quiet riot 1994-03-06 obsessions, randolph, nj08.flac",flac,quiet riot,notfound,1994-03-06 00:00:00,yyyy-mm-dd,"obsessions, randolph, nj08",3
1302,dirty_three_2016-07-05_02.flac,flac,dirty_three,notfound,2016-07-05 00:00:00,yyyy-mm-dd,02,3
