rownumber,filename,filetype,band,abbrev_type,date,date_format,mics_etc,score
678,ttb2016-07-20d1t01.flac,flac,ttb,notfound,2016-07-20 00:00:00,yyyy-mm-dd,d1t01,4
559,deadandcompany2016-07-13s01t01.flac,flac,deadandcompany,notfound,2016-07-13 00:00:00,yyyy-mm-dd,s01t01,4
594,dnc2016-07-13t01.flac,flac,dnc,notfound,2016-07-13 00:00:00,yyyy-mm-dd,t01,4
680,loslobos2016-07-20t01.flac,flac,loslobos,notfound,2016-07-20 00:00:00,yyyy-mm-dd,t01,4
681,dubapocalypse2016-07-17set1t03.flac,flac,dubapocalypse,notfound,2016-07-17 00:00:00,yyyy-mm-dd,set1t03,4
667,wb2016-06-04-at2022-16bit-t01.flac,flac,wb,notfound,2016-06-04 00:00:00,yyyy-mm-dd,at2022-16bit-t01,4
640,midnight2016-07-17d01t04.flac,flac,midnight,notfound,2016-07-17 00:00:00,yyyy-mm-dd,d01t04,4
637,jmt2005-10-11d1t01.flac,flac,jmt,notfound,2005-10-11 00:00:00,yyyy-mm-dd,d1t01,4
628,pgroove2016-07-13s1t01.flac,flac,pgroove,notfound,2016-07-13 00:00:00,yyyy-mm-dd,s1t01,4
587,dnc2016-07-13t01.flac,flac,dnc,notfound,2016-07-13 00:00:00,yyyy-mm-dd,t01,4
179,jg-ms1974-11-28-d1t01.flac,flac,jg-ms,notfound,1974-11-28 00:00:00,yyyy-mm-dd,d1t01,4
600,maxcreek2016-07-09set2t04.flac,flac,maxcreek,notfound,2016-07-09 00:00:00,yyyy-mm-dd,set2t04,4
325,pressroomtrio2016-06-26.akg460-ck69.sbd.d1t15.flac,flac,pressroomtrio,notfound,2016-06-26 00:00:00,yyyy-mm-dd,akg460-ck69.sbd.d1t15,4
464,lilsmokies2016-06-18d01t11.flac,flac,lilsmokies,notfound,2016-06-18 00:00:00,yyyy-mm-dd,d01t11,4
468,ccde2016-07-02.m934b.pmd660.16bit-t01.flac,flac,ccde,notfound,2016-07-02 00:00:00,yyyy-mm-dd,m934b.pmd660.16bit-t01,4
572,belafleckflecktones2016-06-16_mk2201.flac,flac,belafleckflecktones,notfound,2016-06-16 00:00:00,yyyy-mm-dd,mk2201,4
577,hh2016-05-20_s01_t01.flac,flac,hh,notfound,2016-05-20 00:00:00,yyyy-mm-dd,s01_t01,4
578,futurememory2016-07-11.mix.d2t05.flac,flac,futurememory,notfound,2016-07-11 00:00:00,yyyy-mm-dd,mix.d2t05,4
586,ekb2016-07-14.mk22.mk41v.sbd.sxr4.2496.s1t01.flac,flac,ekb,notfound,2016-07-14 00:00:00,yyyy-mm-dd,mk22.mk41v.sbd.sxr4.2496.s1t01,4
642,kamasiwashington2016-07-16.akg481.t02.flac,flac,kamasiwashington,notfound,2016-07-16 00:00:00,yyyy-mm-dd,akg481.t02,4
644,gsbg2016-06-17_mk2203.flac,flac,gsbg,notfound,2016-06-17 00:00:00,yyyy-mm-dd,mk2203,4
620,high2016-07-16d02t03.flac,flac,high,notfound,2016-07-16 00:00:00,yyyy-mm-dd,d02t03,4
604,reinacollinsbandccr2016-05-14_d1t07_-song_for_brad-.flac,flac,reinacollinsbandccr,notfound,2016-05-14 00:00:00,yyyy-mm-dd,d1t07_-song_for_brad-,4
608,dnc2016-07-13t01.flac,flac,dnc,notfound,2016-07-13 00:00:00,yyyy-mm-dd,t01,4
612,danlebo2016-07-16d02t02.flac,flac,danlebo,notfound,2016-07-16 00:00:00,yyyy-mm-dd,d02t02,4
613,thebathsaltzombies2016-05-21_d1t08_-four_years_ago-.flac,flac,thebathsaltzombies,notfound,2016-05-21 00:00:00,yyyy-mm-dd,d1t08_-four_years_ago-,4
617,loslobos2016-07-16t01.flac,flac,loslobos,notfound,2016-07-16 00:00:00,yyyy-mm-dd,t01,4
618,funkfellowship2016-07-15.cmc621xt.sbd.matrix-s1t01.flac,flac,funkfellowship,notfound,2016-07-15 00:00:00,yyyy-mm-dd,cmc621xt.sbd.matrix-s1t01,4
619,funkfellowship2016-07-15.cmc621xt.sbd.matrix-s1t01.flac,flac,funkfellowship,notfound,2016-07-15 00:00:00,yyyy-mm-dd,cmc621xt.sbd.matrix-s1t01,4
621,tedeschitrucksband2016-07-16t01.flac,flac,tedeschitrucksband,notfound,2016-07-16 00:00:00,yyyy-mm-dd,t01,4
598,mikecooley2016-07-15.vwmule.t01.flac,flac,mikecooley,notfound,2016-07-15 00:00:00,yyyy-mm-dd,vwmule.t01,4
627,julierhodes2016-05-21t04.flac,flac,julierhodes,notfound,2016-05-21 00:00:00,yyyy-mm-dd,t04,4
474,flecktones2016-06-16d02t01.flac,flac,flecktones,notfound,2016-06-16 00:00:00,yyyy-mm-dd,d02t01,4
473,zak2016-06-19d01t11.flac,flac,zak,notfound,2016-06-19 00:00:00,yyyy-mm-dd,d01t11,4
1599,paulsimon2016-06-28t01.flac,flac,paulsimon,notfound,2016-06-28 00:00:00,yyyy-mm-dd,t01,4
1526,mavis2016-07-05t01.flac,flac,mavis,notfound,2016-07-05 00:00:00,yyyy-mm-dd,t01,4
1525,santana2016-07-03t01.flac,flac,santana,notfound,2016-07-03 00:00:00,yyyy-mm-dd,t01,4
1765,roniia2016-07-13t07.flac,flac,roniia,notfound,2016-07-13 00:00:00,yyyy-mm-dd,t07,4
1711,thirdeyeblind2016-07-15.mg21.t01.flac,flac,thirdeyeblind,notfound,2016-07-15 00:00:00,yyyy-mm-dd,mg21.t01,4
2176,jsurman1970-01-30d1t01.flac,flac,jsurman,notfound,1970-01-30 00:00:00,yyyy-mm-dd,d1t01,4
1642,wolfmother2016-07-14.mk41v.t01.flac,flac,wolfmother,notfound,2016-07-14 00:00:00,yyyy-mm-dd,mk41v.t01,4
1650,mimijonescamillethurmanquartet2015-11-12s1t01.flac,flac,mimijonescamillethurmanquartet,notfound,2015-11-12 00:00:00,yyyy-mm-dd,s1t01,4
1653,tts2016-06-19msgat831t7.flac,flac,tts,notfound,2016-06-19 00:00:00,yyyy-mm-dd,msgat831t7,4
1655,ll2016-07-13 d01t01.flac,flac,ll,notfound,2016-07-13 00:00:00,yyyy-mm-dd,d01t01,4
1685,noelgallagher2016-07-15t10.flac,flac,noelgallagher,notfound,2016-07-15 00:00:00,yyyy-mm-dd,t10,4
1687,ryanadams2016-07-15t10.flac,flac,ryanadams,notfound,2016-07-15 00:00:00,yyyy-mm-dd,t10,4
1609,gnr2016-07-14d2t01.flac,flac,gnr,notfound,2016-07-14 00:00:00,yyyy-mm-dd,d2t01,4
1447,bobbysingh2014-02-23s1t01.flac,flac,bobbysingh,notfound,2014-02-23 00:00:00,yyyy-mm-dd,s1t01,4
1473,bd2016-07-05t01.flac,flac,bd,notfound,2016-07-05 00:00:00,yyyy-mm-dd,t01,4
1787,zodiacmindwarp2010-10-31t01.flac,flac,zodiacmindwarp,notfound,2010-10-31 00:00:00,yyyy-mm-dd,t01,4
1789,ej_bj2010-03-11_d1t01.flac,flac,ej_bj,notfound,2010-03-11 00:00:00,yyyy-mm-dd,d1t01,4
1817,morseportnoy2011-05-19_s01t01.flac,flac,morseportnoy,notfound,2011-05-19 00:00:00,yyyy-mm-dd,s01t01,4
1850,biffyclyro2016-07-10t01.flac,flac,biffyclyro,notfound,2016-07-10 00:00:00,yyyy-mm-dd,t01,4
1852,biffyclyro2016-07-10t01.flac,flac,biffyclyro,notfound,2016-07-10 00:00:00,yyyy-mm-dd,t01,4
1717,rs2016-07-02.t01.flac,flac,rs,notfound,2016-07-02 00:00:00,yyyy-mm-dd,t01,4
1855,johnnywinter1991-02-11.akg451.ssb.t01 hideaway.flac,flac,johnnywinter,notfound,1991-02-11 00:00:00,yyyy-mm-dd,akg451.ssb.t01 hideaway,4
1607,vain2006-11-21t01.flac,flac,vain,notfound,2006-11-21 00:00:00,yyyy-mm-dd,t01,4
2183,dawes2016-07-23t01.flac,flac,dawes,notfound,2016-07-23 00:00:00,yyyy-mm-dd,t01,4
1978,musicares2010-05-07t01.flac,flac,musicares,notfound,2010-05-07 00:00:00,yyyy-mm-dd,t01,4
2006,bonjovi2013-11-05d1t01.flac,flac,bonjovi,notfound,2013-11-05 00:00:00,yyyy-mm-dd,d1t01,4
1991,robertplant2016-07-20t01.flac,flac,robertplant,notfound,2016-07-20 00:00:00,yyyy-mm-dd,t01,4
3,smiths1984-02-24t04.flac,flac,smiths,notfound,1984-02-24 00:00:00,yyyy-mm-dd,t04,4
2024,ny2016-07-21berlin01.flac,flac,ny,notfound,2016-07-21 00:00:00,yyyy-mm-dd,berlin01,4
2031,u22001-07-21d1t09.shn,shn,u2,notfound,2001-07-21 00:00:00,yyyy-mm-dd,d1t09,4
2033,davidgilmour2016-07-14.mk4.d1t01.flac,flac,davidgilmour,notfound,2016-07-14 00:00:00,yyyy-mm-dd,mk4.d1t01,4
2047,ttb2016-07-20d1t01.flac,flac,ttb,notfound,2016-07-20 00:00:00,yyyy-mm-dd,d1t01,4
2182,brandicarlile2016-07-23t01.flac,flac,brandicarlile,notfound,2016-07-23 00:00:00,yyyy-mm-dd,t01,4
687,crb2016-07-19t-17.flac,flac,crb,notfound,2016-07-19 00:00:00,yyyy-mm-dd,t-17,4
682,loslobos2016-07-20t05.flac,flac,loslobos,notfound,2016-07-20 00:00:00,yyyy-mm-dd,t05,4
4,stinggabriel2016-06-26camden.t18.flac,flac,stinggabriel,notfound,2016-06-26 00:00:00,yyyy-mm-dd,camden.t18,4
36,megadeth2012-05-09t01.ca14s.omnis.16bit.flac,flac,megadeth,notfound,2012-05-09 00:00:00,yyyy-mm-dd,t01.ca14s.omnis.16bit,4
156,raccoon2016-07-09s01t01.flac,flac,raccoon,notfound,2016-07-09 00:00:00,yyyy-mm-dd,s01t01,4
126,raccoon2016-07-08s1t01.flac,flac,raccoon,notfound,2016-07-08 00:00:00,yyyy-mm-dd,s1t01,4
78,headforthehills2016-06-11t01.sbd.cm300s.cp1s.mtx.16bit.flac,flac,headforthehills,notfound,2016-06-11 00:00:00,yyyy-mm-dd,t01.sbd.cm300s.cp1s.mtx.16bit,4
77,oakhurst2016-06-11t01.sbd.cm300s.cp1s.mtx.16bit.flac,flac,oakhurst,notfound,2016-06-11 00:00:00,yyyy-mm-dd,t01.sbd.cm300s.cp1s.mtx.16bit,4
76,youngbloods1972-08-05d1t01.flac,flac,youngbloods,notfound,1972-08-05 00:00:00,yyyy-mm-dd,d1t01,4
50,kottke1975-08-26d1t01.flac,flac,kottke,notfound,1975-08-26 00:00:00,yyyy-mm-dd,d1t01,4
35,rhcp2012-04-09t01.ca14s.16bit.flac,flac,rhcp,notfound,2012-04-09 00:00:00,yyyy-mm-dd,t01.ca14s.16bit,4
34,halfmoon2015-06-27t04.ca14s.omnis.16bit.flac,flac,halfmoon,notfound,2015-06-27 00:00:00,yyyy-mm-dd,t04.ca14s.omnis.16bit,4
31,deanmonkey&thedropouts2015-11-21t01.cm300s.cp1s.16bit.flac,flac,deanmonkey&thedropouts,notfound,2015-11-21 00:00:00,yyyy-mm-dd,t01.cm300s.cp1s.16bit,4
30,deanmonkey&thedropouts2015-11-21t01.sbd.cm300s.cp1s.mtx.16bit.flac,flac,deanmonkey&thedropouts,notfound,2015-11-21 00:00:00,yyyy-mm-dd,t01.sbd.cm300s.cp1s.mtx.16bit,4
2212,bstenson2015-06-27t01.flac,flac,bstenson,notfound,2015-06-27 00:00:00,yyyy-mm-dd,t01,4
2650,sarahpeacock2016-06-28set2t02.flac,flac,sarahpeacock,notfound,2016-06-28 00:00:00,yyyy-mm-dd,set2t02,4
1487,anindyabanerjeebobbysingh2014-03-16s1t01.flac,flac,anindyabanerjeebobbysingh,notfound,2014-03-16 00:00:00,yyyy-mm-dd,s1t01,4
1893,ny2016-07-18t01.flac,flac,ny,notfound,2016-07-18 00:00:00,yyyy-mm-dd,t01,4
2151,eltonjohn2016-05-26t11.flac,flac,eltonjohn,notfound,2016-05-26 00:00:00,yyyy-mm-dd,t11,4
2153,lucindawilliams2016-07-22t01.flac,flac,lucindawilliams,notfound,2016-07-22 00:00:00,yyyy-mm-dd,t01,4
2161,marklaneganband2016-07-23t01.flac,flac,marklaneganband,notfound,2016-07-23 00:00:00,yyyy-mm-dd,t01,4
2164,aghosh2016-01-23t00.flac,flac,aghosh,notfound,2016-01-23 00:00:00,yyyy-mm-dd,t00,4
2165,bd2001-06-24.d1t10.flac,flac,bd,notfound,2001-06-24 00:00:00,yyyy-mm-dd,d1t10,4
2134,otisrush1992-01-19.nak300.cmdr.t-01.flac,flac,otisrush,notfound,1992-01-19 00:00:00,yyyy-mm-dd,nak300.cmdr.t-01,4
2060,bd2008-10-13d1t01.flac,flac,bd,notfound,2008-10-13 00:00:00,yyyy-mm-dd,d1t01,4
2125,bromberg2016-07-21.mk6.edtyre.t01.flac,flac,bromberg,notfound,2016-07-21 00:00:00,yyyy-mm-dd,mk6.edtyre.t01,4
2048,loslobos2016-07-20t06.flac,flac,loslobos,notfound,2016-07-20 00:00:00,yyyy-mm-dd,t06,4
1901,u2_1993-11-16.sbd.fradocarm.vgrm341_d1t13.flac,flac,u2,notfound,1993-11-16 00:00:00,yyyy-mm-dd,sbd.fradocarm.vgrm341_d1t13,4
2473,josborne2016-07-28-001.flac,flac,josborne,notfound,2016-07-28 00:00:00,yyyy-mm-dd,001,4
1907,suede2016-07-10t01.flac,flac,suede,notfound,2016-07-10 00:00:00,yyyy-mm-dd,t01,4
1908,suede2016-07-10t01.flac,flac,suede,notfound,2016-07-10 00:00:00,yyyy-mm-dd,t01,4
1910,suede2013-11-14t01.flac,flac,suede,notfound,2013-11-14 00:00:00,yyyy-mm-dd,t01,4
1913,bd2016-07-16t01.flac,flac,bd,notfound,2016-07-16 00:00:00,yyyy-mm-dd,t01,4
916,deanmonkey&amp;thedropouts2016-05-14t01.ca14s.cards.16bit.flac,flac,deanmonkey&amp;thedropouts,notfound,2016-05-14 00:00:00,yyyy-mm-dd,t01.ca14s.cards.16bit,4
2071,bd1976-04-21d1t01.flac,flac,bd,notfound,1976-04-21 00:00:00,yyyy-mm-dd,d1t01,4
2118,u22001-07-23d1t10.flac,flac,u2,notfound,2001-07-23 00:00:00,yyyy-mm-dd,d1t10,4
1486,harrymanx2014-08-01s1t01.flac,flac,harrymanx,notfound,2014-08-01 00:00:00,yyyy-mm-dd,s1t01,4
1578,slayer2002-09-05t01.flac,flac,slayer,notfound,2002-09-05 00:00:00,yyyy-mm-dd,t01,4
2137,joejackson2001-04-10d1t01.flac,flac,joejackson,notfound,2001-04-10 00:00:00,yyyy-mm-dd,d1t01,4
2126,larrycampbell_teresawilliams2016-07-21.mk6.edtyre.t01.flac,flac,larrycampbell_teresawilliams,notfound,2016-07-21 00:00:00,yyyy-mm-dd,mk6.edtyre.t01,4
2067,rhcp1999-11-11.spbmc1.t04.flac,flac,rhcp,notfound,1999-11-11 00:00:00,yyyy-mm-dd,spbmc1.t04,4
1941,cure2005-08-18.mtx-t01.flac,flac,cure,notfound,2005-08-18 00:00:00,yyyy-mm-dd,mtx-t01,4
2531,vanmorrison2016-07-13.mk4.d1t01.flac,flac,vanmorrison,notfound,2016-07-13 00:00:00,yyyy-mm-dd,mk4.d1t01,4
2532,lizzwright2016-07-13.mk4.t01.flac,flac,lizzwright,notfound,2016-07-13 00:00:00,yyyy-mm-dd,mk4.t01,4
2541,bonnieraitt2016-03-18t01.flac,flac,bonnieraitt,notfound,2016-03-18 00:00:00,yyyy-mm-dd,t01,4
2695,willienelson1979-08-18d2t02.flac,flac,willienelson,notfound,1979-08-18 00:00:00,yyyy-mm-dd,d2t02,4
2692,wnelson1979-07-14d1t01.flac,flac,wnelson,notfound,1979-07-14 00:00:00,yyyy-mm-dd,d1t01,4
2684,tromboneshorty2016-07-03.t01.flac,flac,tromboneshorty,notfound,2016-07-03 00:00:00,yyyy-mm-dd,t01,4
2669,pixies2004-11-13d02t10.flac,flac,pixies,notfound,2004-11-13 00:00:00,yyyy-mm-dd,d02t10,4
2642,hueylewis2016-07-24.mk6.edtyre.t01.flac,flac,hueylewis,notfound,2016-07-24 00:00:00,yyyy-mm-dd,mk6.edtyre.t01,4
2560,rh2016-07-2901.flac,flac,rh,notfound,2016-07-29 00:00:00,yyyy-mm-dd,01,4
2639,ericburdon2016-07-20.mk6.edtyre.t01.flac,flac,ericburdon,notfound,2016-07-20 00:00:00,yyyy-mm-dd,mk6.edtyre.t01,4
2624,cbley2015-11-07t01.flac,flac,cbley,notfound,2015-11-07 00:00:00,yyyy-mm-dd,t01,4
2620,alejandroescovedo2016-07-29track01.flac,flac,alejandroescovedo,notfound,2016-07-29 00:00:00,yyyy-mm-dd,track01,4
2613,u22001-07-31-matrix-d1t10.flac,flac,u2,notfound,2001-07-31 00:00:00,yyyy-mm-dd,matrix-d1t10,4
2602,elh1995-11-11t01.flac,flac,elh,notfound,1995-11-11 00:00:00,yyyy-mm-dd,t01,4
2600,stargaze2016-07-29t00a.flac,flac,stargaze,notfound,2016-07-29 00:00:00,yyyy-mm-dd,t00a,4
2597,cparr2008-05-04d1t18.flac,flac,cparr,notfound,2008-05-04 00:00:00,yyyy-mm-dd,d1t18,4
2579,zombies2015-05-01at831d1t01.flac,flac,zombies,notfound,2015-05-01 00:00:00,yyyy-mm-dd,at831d1t01,4
1588,tobylightman2016-07-07.mk6.edtyre.t01.flac,flac,tobylightman,notfound,2016-07-07 00:00:00,yyyy-mm-dd,mk6.edtyre.t01,4
1484,heart2016-07-02__01.flac,flac,heart,notfound,2016-07-02 00:00:00,yyyy-mm-dd,01,4
2424,chevelle2016-07-27t13.flac,flac,chevelle,notfound,2016-07-27 00:00:00,yyyy-mm-dd,t13,4
1922,ericburdon2016-07-15.cmc25.tc3.t01  spill the wine.flac,flac,ericburdon,notfound,2016-07-15 00:00:00,yyyy-mm-dd,cmc25.tc3.t01  spill the wine,4
866,frankcarter2016-06-27.mk4.t01.flac,flac,frankcarter,notfound,2016-06-27 00:00:00,yyyy-mm-dd,mk4.t01,4
926,ph&amp;tl2016-07-01t01.flac,flac,ph&amp;tl,notfound,2016-07-01 00:00:00,yyyy-mm-dd,t01,4
2438,radiohead2016-07-27t10.flac,flac,radiohead,notfound,2016-07-27 00:00:00,yyyy-mm-dd,t10,4
2697,willienelson1979-09-02d1t08.flac,flac,willienelson,notfound,1979-09-02 00:00:00,yyyy-mm-dd,d1t08,4
917,deanmonkey&amp;thedropouts2016-05-14t01.ca14s.omnis.16bit.flac,flac,deanmonkey&amp;thedropouts,notfound,2016-05-14 00:00:00,yyyy-mm-dd,t01.ca14s.omnis.16bit,4
871,marthascanlan2016-01-16t-09.flac,flac,marthascanlan,notfound,2016-01-16 00:00:00,yyyy-mm-dd,t-09,4
876,tool2001-07-01t01.flac,flac,tool,notfound,2001-07-01 00:00:00,yyyy-mm-dd,t01,4
877,u21997-06-28d1t01.flac,flac,u2,notfound,1997-06-28 00:00:00,yyyy-mm-dd,d1t01,4
884,tbc1996-12-13d1t01.flac16.flac,flac,tbc,notfound,1996-12-13 00:00:00,yyyy-mm-dd,d1t01.flac16,4
885,tbc1996-12-14d1t01.flac16.flac,flac,tbc,notfound,1996-12-14 00:00:00,yyyy-mm-dd,d1t01.flac16,4
1259,ny2016-07-07t14.flac,flac,ny,notfound,2016-07-07 00:00:00,yyyy-mm-dd,t14,4
169,johnnywinter1991-02-11.akg451.ssb.t01 hideaway.flac,flac,johnnywinter,notfound,1991-02-11 00:00:00,yyyy-mm-dd,akg451.ssb.t01 hideaway,4
909,bd1975-11-17lated1t01.shn,shn,bd,notfound,1975-11-17 00:00:00,yyyy-mm-dd,lated1t01,4
914,soundgarden1994-07-28d1t01.flac,flac,soundgarden,notfound,1994-07-28 00:00:00,yyyy-mm-dd,d1t01,4
690,dustbowlrevival2016-07-12.cmc622xt.sbd.matrix-t01.flac,flac,dustbowlrevival,notfound,2016-07-12 00:00:00,yyyy-mm-dd,cmc622xt.sbd.matrix-t01,4
941,lifeofagony2005-06-04t01.flac,flac,lifeofagony,notfound,2005-06-04 00:00:00,yyyy-mm-dd,t01,4
1071,fingereleven2001-07-01t01.flac,flac,fingereleven,notfound,2001-07-01 00:00:00,yyyy-mm-dd,t01,4
1238,achison2008-07-17.part.sbd.t01.flac,flac,achison,notfound,2008-07-17 00:00:00,yyyy-mm-dd,part.sbd.t01,4
1085,misstess2016-06-22-t01.flac,flac,misstess,notfound,2016-06-22 00:00:00,yyyy-mm-dd,t01,4
978,le2016-06-27t01.festival sun.flac,flac,le,notfound,2016-06-27 00:00:00,yyyy-mm-dd,t01.festival sun,4
953,marthascanlan2014-01-10t-12.flac,flac,marthascanlan,notfound,2014-01-10 00:00:00,yyyy-mm-dd,t-12,4
976,muse2016-06-08.ca14c.m10.16bit.t21_knights_of_cydonia.flac,flac,muse,notfound,2016-06-08 00:00:00,yyyy-mm-dd,ca14c.m10.16bit.t21_knights_of_cydonia,4
930,ph&amp;tl2016-07-01t01.flac,flac,ph&amp;tl,notfound,2016-07-01 00:00:00,yyyy-mm-dd,t01,4
933,elviscostello1994-09-26d1t10.flac,flac,elviscostello,notfound,1994-09-26 00:00:00,yyyy-mm-dd,d1t10,4
764,ph1997-07-26d1t01.flac,flac,ph,incorrect,1997-07-26 00:00:00,yyyy-mm-dd,d1t01,3
668,ph 2016-07-16 set 1 nak-300 omnis12.flac,flac,ph,incorrect,2016-07-16 00:00:00,yyyy-mm-dd,set 1 nak-300 omnis12,3
799,dandc2016-07-26s1t01.flac,flac,dandc,incorrect,2016-07-26 00:00:00,yyyy-mm-dd,s1t01,3
760,widespreadpanic2016-06-22t01.ca14s.omnis.16bit.flac,flac,widespreadpanic,incorrect,2016-06-22 00:00:00,yyyy-mm-dd,t01.ca14s.omnis.16bit,3
759,widespreadpanic2016-06-22t01.cm300s.cp2s.16bit.flac,flac,widespreadpanic,incorrect,2016-06-22 00:00:00,yyyy-mm-dd,t01.cm300s.cp2s.16bit,3
748,ph2016-07-23tr13.flac,flac,ph,incorrect,2016-07-23 00:00:00,yyyy-mm-dd,tr13,3
763,phish2016-07-22s1t01.flac,flac,phish,incorrect,2016-07-22 00:00:00,yyyy-mm-dd,s1t01,3
674,ph2016-07-20s1t.01.flac,flac,ph,incorrect,2016-07-20 00:00:00,yyyy-mm-dd,s1t.01,3
750,phish2016-07-23s1t01.flac,flac,phish,incorrect,2016-07-23 00:00:00,yyyy-mm-dd,s1t01,3
758,widespreadpanic2016-06-22t01.cm100s.cp1s.16bit.flac,flac,widespreadpanic,incorrect,2016-06-22 00:00:00,yyyy-mm-dd,t01.cm100s.cp1s.16bit,3
589,ph2016-07-08.mk4v.sxr4.2496.s1t01.flac,flac,ph,incorrect,2016-07-08 00:00:00,yyyy-mm-dd,mk4v.sxr4.2496.s1t01,3
800,dandc2016-07-26s1t01.flac,flac,dandc,incorrect,2016-07-26 00:00:00,yyyy-mm-dd,s1t01,3
661,phish2016-07-19d02t01.flac,flac,phish,incorrect,2016-07-19 00:00:00,yyyy-mm-dd,d02t01,3
565,ph2016-07-10.mk4v.sxr4.2496.s1t01.flac,flac,ph,incorrect,2016-07-10 00:00:00,yyyy-mm-dd,mk4v.sxr4.2496.s1t01,3
588,ph2016-07-08.mk4v.sxr4.1644.s1t01.flac,flac,ph,incorrect,2016-07-08 00:00:00,yyyy-mm-dd,mk4v.sxr4.1644.s1t01,3
575,ph1994-11-26d1t06.shn,shn,ph,incorrect,1994-11-26 00:00:00,yyyy-mm-dd,d1t06,3
688,phish2016-07-20d01t14.flac,flac,phish,incorrect,2016-07-20 00:00:00,yyyy-mm-dd,d01t14,3
689,"ph2016-07-19 sf,ca t07 wombat.flac",flac,ph,incorrect,2016-07-19 00:00:00,yyyy-mm-dd,"sf,ca t07 wombat",3
702,ph1996-07-22t01.flac,flac,ph,incorrect,1996-07-22 00:00:00,yyyy-mm-dd,t01,3
708,"ph2016-07-18 sf,ca t16 sneakin' sally through the alley.flac",flac,ph,incorrect,2016-07-18 00:00:00,yyyy-mm-dd,"sf,ca t16 sneakin' sally through the alley",3
710,ph2016-07-19s1t.01.flac,flac,ph,incorrect,2016-07-19 00:00:00,yyyy-mm-dd,s1t.01,3
838,jgms1974-02-16s2t08.flac,flac,jgms,incorrect,1974-02-16 00:00:00,yyyy-mm-dd,s2t08,3
711,ph2016-07-20s1t.01.flac,flac,ph,incorrect,2016-07-20 00:00:00,yyyy-mm-dd,s1t.01,3
713,ph1995-12-31d3t01.shn,shn,ph,incorrect,1995-12-31 00:00:00,yyyy-mm-dd,d3t01,3
718,phish2016-07-22s1t01.flac,flac,phish,incorrect,2016-07-22 00:00:00,yyyy-mm-dd,s1t01,3
723,phish2016-07-15s1t01.flac,flac,phish,incorrect,2016-07-15 00:00:00,yyyy-mm-dd,s1t01,3
724,ph2016-07-18s1t.01.flac,flac,ph,incorrect,2016-07-18 00:00:00,yyyy-mm-dd,s1t.01,3
725,ph2016-07-19s1t.01.flac,flac,ph,incorrect,2016-07-19 00:00:00,yyyy-mm-dd,s1t.01,3
726,ph2016-07-20s1t.01.flac,flac,ph,incorrect,2016-07-20 00:00:00,yyyy-mm-dd,s1t.01,3
729,phish2016-07-22.s1t01.flac,flac,phish,incorrect,2016-07-22 00:00:00,yyyy-mm-dd,s1t01,3
887,widespreadpanic2016-06-21t01.cm300s.cp1s.16bit.flac,flac,widespreadpanic,incorrect,2016-06-21 00:00:00,yyyy-mm-dd,t01.cm300s.cp1s.16bit,3
834,jgms1973-10-11.s2t08_sunshine_of_my_life.flac,flac,jgms,incorrect,1973-10-11 00:00:00,yyyy-mm-dd,s2t08_sunshine_of_my_life,3
564,ph2016-07-10.mk4v.sxr4.1644.s1t01.flac,flac,ph,incorrect,2016-07-10 00:00:00,yyyy-mm-dd,mk4v.sxr4.1644.s1t01,3
757,widespreadpanic2016-06-22t01.cm100s.cp1s.cm300.cp2.mtx.16bit.flac,flac,widespreadpanic,incorrect,2016-06-22 00:00:00,yyyy-mm-dd,t01.cm100s.cp1s.cm300.cp2.mtx.16bit,3
328,gm2001-04-07 cd1 tr01.flac,flac,gm,incorrect,2001-04-07 00:00:00,yyyy-mm-dd,cd1 tr01,3
566,ph2016-07-10.mk22.sxm2.sxr4.1644.s1t01.flac,flac,ph,incorrect,2016-07-10 00:00:00,yyyy-mm-dd,mk22.sxm2.sxr4.1644.s1t01,3
567,ph2016-07-10.mk22.sxm2.sxr4.2496.s1t01.flac,flac,ph,incorrect,2016-07-10 00:00:00,yyyy-mm-dd,mk22.sxm2.sxr4.2496.s1t01,3
376,phish2016.07.03.mk22.24bit.s1.t01.flac,flac,phish,incorrect,2016-07-03 00:00:00,yyyy-mm-dd,mk22.24bit.s1.t01,3
2945,jefferson starship 1998-07-02 44khz16b t02.flac,flac,jefferson starship,notfound,1998-07-02 00:00:00,yyyy-mm-dd,44khz16b t02,3
63,jg+ms1974-11-07_48k_d1t01.flac,flac,jg+ms,incorrect,1974-11-07 00:00:00,yyyy-mm-dd,48k_d1t01,3
195,jg+ms1974-12-29d1t01.shn,shn,jg+ms,incorrect,1974-12-29 00:00:00,yyyy-mm-dd,d1t01,3
451,ph1990-09-13s2t04.flac,flac,ph,incorrect,1990-09-13 00:00:00,yyyy-mm-dd,s2t04,3
450,ph1989-12-07s1t01.flac,flac,ph,incorrect,1989-12-07 00:00:00,yyyy-mm-dd,s1t01,3
449,ph2016-07-01.mk22.sxr4.2496.s1t01.flac,flac,ph,incorrect,2016-07-01 00:00:00,yyyy-mm-dd,mk22.sxr4.2496.s1t01,3
448,ph2016-07-01.mk22.sxr4.1644.s1t01.flac,flac,ph,incorrect,2016-07-01 00:00:00,yyyy-mm-dd,mk22.sxr4.1644.s1t01,3
